,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,yr_built,zipcode,lat,long
15412,2015-03-18,326000,2,1,1210,7440,1,No,No View,Average,6,1940,98155,47.7376,-122.322
15413,2014-11-25,326000,4,2,2290,7380,1,No,No View,Average,7,1963,98178,47.5034,-122.245
15414,2014-05-20,326000,6,3,1880,7200,1,No,No View,Good,7,1966,98056,47.5029,-122.188
15415,2014-08-28,326000,5,3,2166,6342,2,No,No View,Average,8,2013,98042,47.3461,-122.152
15416,2014-07-11,326000,3,2,1930,3462,2,No,No View,Average,7,2004,98019,47.7453,-121.985
15417,2014-08-12,326000,3,2,1782,1577,3,No,No View,Average,7,2000,98125,47.7114,-122.301
15418,2015-03-12,326000,2,2,1030,798,3,No,No View,Average,8,2008,98103,47.6975,-122.34
15419,2014-10-29,325900,3,2,2040,9765,2,No,No View,Average,8,1985,98023,47.309,-122.349
15420,2014-05-08,325900,4,2,2320,6270,2,No,No View,Average,8,2004,98042,47.3501,-122.14
15421,2015-02-17,325500,4,2,2290,8142,1,No,No View,Good,7,1969,98055,47.4564,-122.211
15422,2014-11-25,325500,3,2,1540,8110,1,No,No View,Good,7,1959,98125,47.7329,-122.291
15423,2014-10-27,325250,4,3,2130,9339,1,No,No View,Average,7,1991,98198,47.3788,-122.316
15424,2014-12-04,325088,4,1,1400,6739,1,No,No View,Average,7,1954,98108,47.5402,-122.298
15425,2015-03-09,325000,3,2,1480,97138,2,No,No View,Average,7,1984,98010,47.3317,-121.927
15426,2014-05-09,325000,4,2,1470,70800,1,No,No View,Average,7,1976,98010,47.3458,-121.948
15427,2014-10-29,325000,3,1,1490,57381,2,No,No View,Good,5,1932,98092,47.2597,-122.228
15428,2014-07-18,325000,3,2,2450,49658,1,No,No View,Average,7,1978,98045,47.486,-121.726
15429,2014-12-18,325000,3,2,1570,43350,1,No,Good,Good,7,1967,98022,47.2377,-122.016
15430,2015-02-20,325000,3,2,2120,41325,1,No,No View,Good,7,1973,98092,47.2906,-122.055
15431,2014-06-11,325000,3,2,1790,27427,1,No,No View,Average,7,1978,98065,47.532,-121.761
15432,2014-06-03,325000,3,2,2250,26337,1,No,No View,Average,8,1980,98092,47.3032,-122.123
15433,2014-08-11,325000,2,1,1100,17817,1,No,No View,Average,7,1980,98019,47.7728,-121.9
15434,2015-03-06,325000,3,2,1840,17286,1,No,No View,Good,7,1978,98030,47.371,-122.173
15435,2014-10-30,325000,3,2,1670,17071,1,No,No View,Average,7,1988,98014,47.69,-121.913
15436,2014-09-18,325000,3,2,2220,16020,1,No,No View,Good,8,1966,98030,47.3758,-122.217
15437,2014-10-13,325000,2,1,990,15120,1,No,No View,Good,6,1953,98011,47.7669,-122.206
15438,2015-02-10,325000,3,2,2420,14862,1,No,No View,Average,8,1977,98023,47.3301,-122.365
15439,2015-01-06,325000,2,1,620,14823,1,No,No View,Average,6,1926,98125,47.7322,-122.3
15440,2015-03-20,325000,6,2,2780,13950,2,No,No View,Good,7,1955,98030,47.3738,-122.226
15441,2014-05-27,325000,3,2,1780,13095,1,No,No View,Good,9,1983,98042,47.367,-122.152
15442,2014-12-10,325000,6,3,2650,12870,1,No,No View,Good,7,1977,98022,47.2069,-121.989
15443,2014-07-31,325000,4,2,1950,12500,1,No,No View,Average,7,1963,98168,47.4999,-122.327
15444,2014-08-22,325000,1,1,1220,12426,1,No,Excellent,Good,6,1946,98198,47.4047,-122.331
15445,2015-02-25,325000,3,2,2130,12245,2,No,No View,Average,8,1989,98042,47.3406,-122.057
15446,2014-06-09,325000,3,2,1350,11805,1,No,No View,Average,7,1986,98019,47.7313,-121.971
15447,2014-12-17,325000,3,1,1160,11799,1,No,No View,Average,7,1966,98034,47.7263,-122.229
15448,2014-12-23,325000,4,2,1920,11603,2,No,No View,Good,7,1967,98058,47.4315,-122.169
15449,2014-08-04,325000,3,2,1780,11096,1,No,No View,Average,7,1979,98074,47.617,-122.051
15450,2014-08-12,325000,2,1,1400,10800,1,No,No View,Good,7,1974,98011,47.7726,-122.21
15451,2015-04-14,325000,2,2,1670,10725,1,No,No View,Average,7,1965,98178,47.4893,-122.229
15452,2014-09-24,325000,4,2,1780,10622,1,No,No View,Good,7,1976,98058,47.4573,-122.158
15453,2015-04-15,325000,3,2,2920,10573,1,No,No View,Good,7,1964,98055,47.4429,-122.195
15454,2015-04-03,325000,5,2,1730,10532,1,No,No View,Good,5,1943,98056,47.5076,-122.178
15455,2014-05-30,325000,3,2,2180,10230,1,No,No View,Good,7,1961,98118,47.5158,-122.281
15456,2015-04-17,325000,4,2,1370,9993,1,No,No View,Average,6,1918,98028,47.7572,-122.228
15457,2014-11-19,325000,4,2,2280,9899,2,No,No View,Average,8,1987,98058,47.461,-122.148
15458,2014-09-09,325000,3,2,1870,9825,1,No,No View,Good,7,1994,98045,47.4639,-121.744
15459,2014-05-20,325000,4,2,1870,9680,1,No,No View,Good,7,1959,98034,47.7157,-122.234
15460,2015-03-04,325000,3,2,1890,9646,1,No,No View,Average,8,1966,98168,47.4838,-122.299
15461,2014-11-04,325000,3,1,1160,9525,1,No,No View,Good,7,1968,98077,47.7431,-122.073
15462,2015-03-12,325000,4,2,1670,9500,1,No,No View,Average,7,1976,98125,47.7254,-122.31
15463,2014-09-04,325000,4,1,1400,9384,2,No,No View,Good,6,1948,98106,47.5166,-122.361
15464,2015-02-18,325000,3,1,1300,9300,1,No,No View,Good,7,1977,98077,47.7562,-122.073
15465,2014-09-23,325000,4,3,2090,9240,1,No,No View,Good,6,1949,98146,47.4854,-122.343
15466,2014-08-24,325000,4,2,1820,9161,1,No,No View,Good,7,1975,98058,47.4333,-122.168
15467,2014-12-03,325000,3,1,1050,9083,1,No,No View,Average,7,1951,98155,47.7533,-122.307
15468,2015-03-20,325000,3,2,1750,9000,2,No,No View,Good,5,1936,98133,47.7489,-122.35
15469,2015-02-17,325000,4,3,1960,8937,1,No,No View,Very Good,7,1954,98188,47.451,-122.278
15470,2015-02-19,325000,3,1,1300,8879,1,No,No View,Average,7,1950,98155,47.7465,-122.326
15471,2014-10-06,325000,3,2,2480,8755,2,No,No View,Average,8,1979,98058,47.4543,-122.125
15472,2015-03-31,325000,2,1,1070,8750,1,No,No View,Average,7,1951,98055,47.4734,-122.198
15473,2015-01-30,325000,1,1,410,8636,1,No,No View,Fair- Badly worn,4,1953,98146,47.5077,-122.357
15474,2014-07-23,325000,3,2,2330,8627,1,No,No View,Good,7,1980,98055,47.4543,-122.21
15475,2015-04-28,325000,3,2,1800,8518,2,No,No View,Average,7,1996,98030,47.3643,-122.185
15476,2014-07-29,325000,4,2,2230,8500,2,No,No View,Average,8,1994,98022,47.2082,-122.009
15477,2014-09-25,325000,4,2,2130,8499,1,No,No View,Good,7,1975,98030,47.3657,-122.21
15478,2014-09-23,325000,4,2,1930,8458,2,No,No View,Average,7,1993,98038,47.3645,-122.039
15479,2014-08-22,325000,2,1,900,8374,1,No,No View,Average,7,1984,98034,47.7282,-122.225
15480,2014-06-13,325000,3,2,2070,8337,2,No,No View,Average,8,1997,98030,47.3658,-122.176
15481,2014-07-31,325000,3,1,1410,8250,1,No,No View,Average,7,1954,98177,47.7621,-122.36
15482,2014-08-26,325000,3,1,1590,8160,1,No,Fair,Average,7,1954,98198,47.4013,-122.321
15483,2015-02-18,325000,3,2,2260,8120,2,No,No View,Average,8,2004,98023,47.2924,-122.357
15484,2014-07-24,325000,3,2,1810,8048,1,No,No View,Good,7,1983,98055,47.4484,-122.194
15485,2015-03-27,325000,3,2,1590,7936,1,No,No View,Average,7,1956,98106,47.5201,-122.366
15486,2015-04-15,325000,5,3,2400,7904,1,No,No View,Average,7,1992,98188,47.4683,-122.263
15487,2015-03-27,325000,4,2,1770,7799,2,No,No View,Average,7,1998,98031,47.4192,-122.202
15488,2015-04-03,325000,4,2,1830,7762,2,No,No View,Average,8,1993,98003,47.267,-122.31
15489,2015-04-14,325000,4,2,2200,7719,2,No,No View,Average,8,2000,98030,47.3649,-122.194
15490,2015-03-17,325000,4,2,1870,7700,1,No,No View,Average,8,1966,98055,47.4619,-122.196
15491,2014-12-12,325000,3,2,1890,7650,1,No,No View,Very Good,7,1966,98003,47.3454,-122.314
15492,2015-02-23,325000,4,2,2460,7620,1,No,No View,Average,7,1969,98106,47.5285,-122.345
15493,2015-01-07,325000,3,2,1830,7585,2,No,No View,Good,8,1995,98042,47.3893,-122.154
15494,2015-02-11,325000,3,2,1320,7560,1,No,No View,Average,6,1983,98019,47.7451,-121.98
15495,2015-04-21,325000,3,1,1040,7541,1,No,No View,Average,6,1951,98133,47.7565,-122.339
15496,2014-12-15,325000,3,1,1600,7500,1,No,No View,Average,7,1966,98034,47.7198,-122.182
15497,2015-05-07,325000,3,2,1060,7488,1,No,No View,Very Good,7,1977,98106,47.5549,-122.356
15498,2014-09-17,325000,3,1,1150,7486,1,No,No View,Average,7,1970,98034,47.7261,-122.219
15499,2015-03-09,325000,4,2,2090,7434,1,No,No View,Average,7,1993,98146,47.4962,-122.349
15500,2014-10-15,325000,4,2,1850,7324,2,No,No View,Average,8,1997,98042,47.3701,-122.107
15501,2014-07-08,325000,2,1,800,7260,1,No,No View,Average,7,1953,98126,47.5359,-122.367
15502,2014-08-07,325000,4,2,1870,7220,2,No,No View,Average,7,1956,98155,47.77,-122.319
15503,2015-03-24,325000,3,2,2000,7205,2,No,No View,Average,8,1998,98003,47.3499,-122.302
15504,2014-07-14,325000,3,2,1010,7171,1,No,No View,Good,7,1967,98034,47.7317,-122.231
15505,2014-06-17,325000,4,2,2610,7091,2,No,No View,Average,9,1987,98023,47.3017,-122.349
15506,2014-06-18,325000,3,3,2200,7000,1,No,No View,Good,7,1977,98058,47.4574,-122.169
15507,2014-11-24,325000,4,1,2410,6975,1,No,No View,Average,7,1957,98108,47.5692,-122.295
15508,2015-03-26,325000,2,1,1130,6908,2,No,No View,Average,6,1945,98155,47.745,-122.313
15509,2014-06-24,325000,3,1,850,6906,1,No,No View,Average,6,1948,98155,47.7441,-122.314
15510,2014-05-23,325000,3,1,1920,6862,1,No,Average,Average,7,1952,98118,47.5193,-122.274
15511,2014-07-25,325000,4,3,2110,6838,2,No,No View,Good,8,1991,98031,47.3877,-122.171
15512,2015-04-30,325000,2,1,810,6827,1,No,No View,Average,6,1944,98106,47.5495,-122.357
15513,2014-07-16,325000,4,2,2160,6825,2,No,No View,Average,8,1994,98031,47.4111,-122.2
15514,2014-09-25,325000,3,2,1880,6818,2,No,No View,Average,8,1993,98031,47.4206,-122.183
15515,2014-05-21,325000,3,1,990,6750,1,No,No View,Good,6,1947,98133,47.7125,-122.331
15516,2015-01-22,325000,3,2,2080,6554,1,No,No View,Average,7,1950,98118,47.5135,-122.257
15517,2014-12-23,325000,3,2,1440,6443,2,No,No View,Average,7,1995,98019,47.7471,-121.979
15518,2015-02-12,325000,2,1,1120,6236,1,No,No View,Good,6,1954,98155,47.763,-122.291
15519,2014-06-29,325000,5,3,2130,6222,1,No,No View,Average,7,1991,98118,47.5272,-122.276
15520,2015-01-02,325000,3,2,2300,6200,1,No,No View,Good,7,1970,98198,47.4176,-122.323
15521,2015-04-22,325000,2,1,1010,6180,1,No,No View,Average,6,1903,98118,47.5532,-122.28
15522,2014-05-06,325000,4,2,1890,6156,1,No,No View,Average,7,1980,98106,47.551,-122.356
15523,2015-03-27,325000,2,1,1060,6050,1,No,No View,Average,7,1939,98125,47.7028,-122.321
15524,2014-05-14,325000,3,2,2220,6049,2,No,No View,Good,8,1990,98031,47.3972,-122.182
15525,2014-11-13,325000,2,1,790,6000,1,No,No View,Average,7,1948,98118,47.5543,-122.273
15526,2014-10-14,325000,4,2,2963,5797,2,No,No View,Average,9,2006,98030,47.3831,-122.185
15527,2015-02-18,325000,2,2,1040,5796,1,No,Average,Good,6,1921,98155,47.7362,-122.29
15528,2014-08-04,325000,2,1,1060,5703,1,No,Average,Good,6,1946,98198,47.3444,-122.327
15529,2015-01-06,325000,4,2,2260,5702,2,No,No View,Average,8,2002,98042,47.3488,-122.151
15530,2014-09-22,325000,4,1,1530,5684,1,No,No View,Average,7,1957,98108,47.5507,-122.298
15531,2015-01-05,325000,3,2,1260,5612,1,No,No View,Good,7,1972,98034,47.7362,-122.179
15532,2014-12-03,325000,3,2,1570,5600,1,No,No View,Average,8,1999,98058,47.4286,-122.185
15533,2014-08-19,325000,2,1,750,5534,1,No,No View,Average,7,1947,98177,47.7017,-122.36
15534,2015-04-15,325000,4,2,2040,5472,2,No,No View,Average,8,2003,98092,47.3337,-122.189
15535,2014-08-04,325000,4,3,2800,5291,2,No,No View,Average,7,2011,98022,47.1937,-121.977
15536,2014-08-19,325000,3,2,1740,5267,2,No,No View,Average,7,1999,98038,47.3777,-122.023
15537,2015-01-10,325000,4,2,2240,5105,2,No,No View,Good,8,2002,98042,47.3922,-122.165
15538,2015-04-29,325000,2,1,830,5100,1,No,No View,Average,6,1941,98103,47.6932,-122.346
15539,2015-02-17,325000,2,1,1070,5080,1,No,No View,Very Good,6,1942,98106,47.5224,-122.35
15540,2015-02-14,325000,2,1,1130,5070,1,No,No View,Good,7,1955,98146,47.5141,-122.377
15541,2014-08-01,325000,2,1,1080,5000,1,No,No View,Average,7,1954,98106,47.5682,-122.359
15542,2014-10-10,325000,2,2,970,5000,1,No,No View,Average,7,1983,98034,47.7223,-122.16
15543,2014-12-15,325000,3,2,2330,4950,2,No,No View,Average,6,1900,98118,47.5585,-122.29
15544,2014-08-19,325000,2,1,1050,4800,1,No,No View,Good,7,1969,98146,47.5128,-122.388
15545,2014-12-24,325000,2,1,960,4800,2,No,No View,Fair- Badly worn,6,1912,98116,47.5752,-122.411
15546,2015-05-01,325000,3,2,1580,4698,2,No,No View,Average,7,1998,98038,47.3539,-122.025
15547,2015-04-07,325000,3,1,950,4500,1,No,No View,Good,6,1943,98118,47.5273,-122.265
15548,2015-04-21,325000,3,2,2540,4260,2,No,No View,Average,7,2005,98042,47.3989,-122.164
15549,2014-12-05,325000,3,2,2550,4240,2,No,No View,Average,7,2006,98031,47.3986,-122.169
15550,2014-06-20,325000,2,1,840,4239,1,No,No View,Average,7,1948,98126,47.5319,-122.382
15551,2014-07-08,325000,2,1,810,4080,1,No,No View,Good,6,1941,98126,47.5337,-122.379
15552,2015-03-16,325000,3,3,1580,4007,2,No,No View,Average,7,2001,98019,47.7367,-121.969
15553,2015-02-25,325000,4,1,1640,3844,2,No,No View,Good,7,1928,98133,47.7017,-122.354
15554,2014-08-12,325000,4,2,1960,3543,2,No,No View,Average,7,2004,98056,47.4849,-122.184
15555,2015-01-02,325000,3,2,1870,3480,2,No,No View,Average,7,2002,98056,47.4831,-122.183
15556,2014-05-25,325000,4,4,2630,3435,2,No,Good,Average,7,1984,98188,47.4355,-122.272
15557,2015-02-23,325000,3,2,1570,3143,2,No,No View,Average,7,2001,98019,47.7364,-121.969
15558,2014-11-08,325000,3,2,1310,2998,2,No,No View,Average,7,1998,98144,47.5873,-122.299
15559,2015-04-30,325000,2,2,1550,2285,2,No,No View,Average,8,2007,98106,47.5398,-122.369
15560,2014-09-04,325000,1,1,730,1942,1,No,No View,Average,7,2009,98144,47.5943,-122.299
15561,2014-05-09,325000,3,2,1352,1694,3,No,No View,Average,8,2007,98125,47.7265,-122.315
15562,2015-05-13,325000,2,2,1170,1638,2,No,No View,Average,8,2008,98133,47.7041,-122.351
15563,2014-05-28,325000,2,2,1050,1609,2,No,No View,Average,7,2005,98144,47.5854,-122.313
15564,2015-04-27,325000,2,2,940,1222,2,No,No View,Average,7,2004,98125,47.7178,-122.318
15565,2015-04-27,325000,3,2,1330,1198,2,No,No View,Average,8,2007,98106,47.555,-122.362
15566,2014-12-02,325000,2,2,1230,1078,2,No,No View,Average,7,2008,98027,47.5324,-122.073
15567,2014-10-15,325000,2,1,1020,1076,2,No,No View,Average,7,2008,98144,47.5941,-122.299
15568,2014-10-03,325000,3,2,1270,1067,3,No,No View,Average,8,2009,98133,47.7236,-122.353
15569,2015-02-27,325000,2,2,1230,1058,2,No,No View,Average,7,2008,98027,47.5325,-122.073
15570,2015-05-12,325000,3,2,1330,969,3,No,No View,Average,7,2007,98125,47.7177,-122.292
15571,2015-04-03,325000,2,2,1180,834,3,No,No View,Average,8,2009,98133,47.7074,-122.356
15572,2014-12-22,325000,2,2,1150,711,2,No,No View,Average,7,2013,98027,47.5323,-122.07
15573,2015-02-18,324950,2,2,1643,14616,1,No,Fair,Good,7,1954,98198,47.3973,-122.312
15574,2015-01-27,324950,3,2,1340,9750,1,No,No View,Good,7,1974,98024,47.5644,-121.898
15575,2014-11-26,324950,3,2,1560,9600,1,No,No View,Average,7,1964,98188,47.457,-122.27
15576,2014-08-14,324950,4,2,2320,9240,1,No,No View,Average,7,1959,98178,47.4909,-122.257
15577,2014-10-07,324950,2,1,1150,9186,1,No,No View,Average,7,1946,98168,47.5081,-122.33
15578,2014-06-24,324950,3,2,1460,8710,1,No,No View,Average,7,1955,98166,47.4561,-122.357
15579,2014-08-22,324950,4,2,2641,8615,2,No,No View,Average,7,1998,98031,47.4038,-122.213
15580,2014-09-12,324950,3,2,1210,7560,1,No,No View,Average,7,1941,98126,47.5255,-122.374
15581,2014-07-25,324950,3,1,1240,7500,1,No,No View,Good,7,1976,98074,47.6199,-122.062
15582,2014-06-04,324950,3,1,1210,7440,1,No,No View,Average,7,1949,98155,47.7402,-122.323
15583,2014-10-06,324950,3,1,1040,7288,1,No,No View,Average,7,1959,98125,47.7287,-122.311
15584,2014-07-21,324950,3,2,2050,6720,1,No,Average,Average,7,1939,98178,47.5058,-122.235
15585,2014-07-22,324950,4,2,2229,5723,2,No,No View,Average,7,2012,98032,47.3693,-122.286
15586,2015-02-20,324950,4,2,1770,5000,2,No,No View,Average,7,2004,98038,47.3506,-122.006
15587,2015-05-01,324950,4,2,2160,4800,2,No,No View,Good,7,1929,98055,47.4777,-122.212
15588,2015-03-06,324950,4,2,2110,4178,2,No,No View,Average,7,2013,98042,47.3612,-122.081
15589,2015-04-02,324950,2,2,1230,1516,3,No,No View,Average,8,2000,98125,47.7265,-122.314
15590,2015-04-16,324900,3,2,2080,9740,2,No,No View,Average,8,1988,98092,47.261,-122.219
15591,2014-06-13,324900,4,2,1880,7965,2,No,No View,Average,7,2000,98038,47.3642,-122.052
15592,2014-12-16,324900,4,2,2010,7280,2,No,No View,Good,8,1988,98032,47.3585,-122.286
15593,2014-11-16,324888,4,2,2160,28750,2,No,No View,Good,8,1978,98092,47.3212,-122.118
15594,2015-04-07,324800,2,1,1170,5043,1,No,No View,Average,6,1949,98108,47.5492,-122.302
15595,2014-08-04,324747,3,2,2060,4742,2,No,No View,Average,8,2014,98038,47.3706,-122.017
15596,2015-03-17,324500,3,2,1920,11340,1,No,No View,Good,7,1977,98023,47.3272,-122.362
15597,2015-05-08,324500,2,1,1300,6617,1,No,No View,Average,7,1986,98125,47.7238,-122.302
15598,2015-04-09,324500,3,2,1590,4108,2,No,No View,Average,7,2003,98056,47.4832,-122.181
15599,2014-06-05,324500,3,2,1660,3990,2,No,No View,Average,7,2009,98118,47.5298,-122.268
15600,2015-03-30,324500,4,2,2110,3825,2,No,No View,Average,7,2012,98042,47.3602,-122.082
15601,2014-10-17,324450,3,2,1420,16000,1,No,No View,Average,7,1966,98166,47.478,-122.358
15602,2014-11-07,324360,3,2,2000,9669,2,No,No View,Good,8,1992,98022,47.1964,-122.009
15603,2014-07-23,324000,3,2,1540,10931,1,No,Good,Average,7,1989,98045,47.495,-121.776
15604,2014-08-14,324000,2,1,820,8370,1,No,No View,Good,7,1941,98177,47.7256,-122.361
15605,2014-10-28,324000,3,2,1940,8347,2,No,No View,Average,8,1990,98042,47.3654,-122.164
15606,2014-06-23,324000,4,2,2110,7208,1,No,No View,Average,8,1975,98058,47.4464,-122.129
15607,2014-05-22,324000,3,2,1750,7208,2,No,No View,Average,8,1994,98055,47.4315,-122.192
15608,2014-12-05,324000,3,1,1160,7202,1,No,No View,Good,7,1957,98133,47.7675,-122.334
15609,2014-09-11,324000,2,1,1070,6000,1,No,No View,Average,7,1955,98133,47.7307,-122.332
15610,2014-12-10,324000,3,2,1920,5322,2,No,No View,Average,8,1999,98031,47.4095,-122.195
15611,2014-12-22,324000,3,2,1550,4411,2,No,No View,Average,7,2001,98019,47.7373,-121.966
15612,2014-05-09,324000,3,2,998,904,2,No,No View,Average,7,2007,98117,47.6983,-122.367
15613,2015-04-30,323800,3,2,2060,7658,2,No,No View,Average,8,2003,98023,47.2923,-122.36
15614,2014-09-17,323500,3,3,2240,11536,2,No,No View,Average,7,1943,98178,47.4886,-122.245
15615,2015-01-30,323400,4,3,2060,9138,1,No,No View,Average,8,1992,98092,47.321,-122.185
15616,2015-05-04,323000,4,3,2230,50094,1,No,Average,Good,7,1977,98092,47.2576,-122.099
15617,2015-02-24,323000,3,2,1950,15037,1,No,No View,Average,7,1989,98014,47.6892,-121.913
15618,2014-09-08,323000,3,2,2100,14850,1,No,No View,Good,7,1963,98042,47.3622,-122.059
15619,2014-08-14,323000,5,2,2500,13034,1,No,No View,Average,7,1962,98092,47.3343,-122.194
15620,2014-07-28,323000,3,2,1830,12500,1,No,Fair,Average,7,1947,98178,47.5087,-122.25
15621,2014-11-24,323000,3,1,1290,12231,1,No,No View,Average,7,1976,98072,47.7404,-122.11
15622,2014-07-16,323000,4,2,1310,9690,1,No,No View,Good,7,1967,98011,47.7559,-122.226
15623,2015-05-08,323000,4,3,2000,9083,2,No,No View,Good,7,1992,98038,47.3511,-122.058
15624,2014-12-09,323000,3,2,1910,8329,1,No,No View,Average,8,2004,98022,47.19,-122.016
15625,2014-12-22,323000,4,2,1440,8114,1,No,No View,Good,7,1963,98155,47.7639,-122.332
15626,2015-02-17,323000,3,1,1590,7759,2,No,No View,Good,7,1912,98065,47.5217,-121.819
15627,2014-05-09,323000,4,3,1970,7213,1,No,No View,Average,8,1977,98058,47.4424,-122.126
15628,2015-04-01,323000,3,2,1720,7110,1,No,No View,Average,8,1955,98106,47.5417,-122.355
15629,2015-03-27,323000,3,2,1830,6925,1,No,No View,Good,8,1979,98058,47.4445,-122.123
15630,2015-03-12,323000,3,2,1890,6560,2,No,No View,Average,7,2003,98038,47.3684,-122.031
15631,2015-01-09,323000,2,1,880,1712,2,No,No View,Good,7,1945,98199,47.6475,-122.397
15632,2015-01-09,322968,5,2,1890,9600,1,No,No View,Good,7,1960,98028,47.7391,-122.241
15633,2014-05-13,322500,3,2,1350,14200,1,No,No View,Average,7,1989,98019,47.7315,-121.972
15634,2015-04-06,322500,3,1,1020,13504,1,No,No View,Very Good,7,1959,98056,47.5121,-122.17
15635,2014-09-04,322500,3,1,1160,9750,1,No,No View,Average,7,1968,98077,47.7429,-122.072
15636,2014-07-17,322500,4,2,2140,9377,2,No,No View,Good,8,1986,98092,47.2649,-122.218
15637,2015-01-29,322500,2,1,1130,8184,1,No,No View,Average,6,1947,98155,47.7473,-122.32
15638,2014-10-27,322500,4,2,1940,7107,2,No,No View,Average,7,2000,98038,47.3843,-122.032
15639,2014-06-18,322500,4,2,1820,6753,2,No,No View,Average,7,1994,98038,47.3845,-122.032
15640,2014-12-03,322500,4,3,2060,6659,1,No,No View,Average,7,1981,98058,47.4276,-122.157
15641,2015-02-23,322500,3,2,1190,6445,1,No,No View,Average,7,1996,98056,47.5057,-122.172
15642,2014-09-30,322400,3,2,1710,15844,1,No,No View,Good,8,1964,98059,47.4706,-122.1
15643,2014-06-23,322200,4,2,2010,19000,2,No,No View,Good,8,1975,98042,47.3734,-122.119
15644,2014-12-12,322000,4,1,1750,68841,1,No,No View,Average,7,1942,98058,47.4442,-122.081
15645,2014-08-13,322000,3,2,1760,43575,1,No,No View,Average,7,1988,98010,47.3565,-121.94
15646,2014-10-28,322000,3,2,1400,18002,1,No,No View,Average,6,1977,98019,47.725,-121.967
15647,2014-09-30,322000,3,2,2200,12231,1,No,No View,Good,7,1964,98056,47.5076,-122.173
15648,2015-03-13,322000,4,2,1940,10200,1,No,No View,Average,7,1960,98188,47.4253,-122.283
15649,2015-01-27,322000,3,1,960,10181,1,No,No View,Average,7,1961,98034,47.7231,-122.229
15650,2015-03-25,322000,3,1,1230,9660,1,No,No View,Average,7,1968,98053,47.6829,-122.06
15651,2015-02-26,322000,3,2,1510,8400,1,No,No View,Fair- Badly worn,7,1979,98045,47.4476,-121.771
15652,2014-05-30,322000,4,2,2280,7200,2,No,No View,Average,8,1994,98030,47.3829,-122.207
15653,2015-02-25,322000,3,1,1380,5864,1,No,No View,Average,7,1944,98133,47.7049,-122.339
15654,2015-01-09,322000,4,2,1950,4553,2,No,No View,Average,7,2000,98056,47.5066,-122.175
15655,2014-10-29,322000,3,3,1380,1225,3,No,No View,Average,7,2000,98133,47.7035,-122.351
15656,2014-05-08,321950,2,1,860,1277,2,No,No View,Average,7,2007,98144,47.5842,-122.314
15657,2015-03-31,321500,4,2,1930,6228,2,No,No View,Average,8,2000,98030,47.3572,-122.191
15658,2014-10-27,321500,4,2,2620,5457,2,No,No View,Average,8,2003,98001,47.3148,-122.27
15659,2014-07-09,321500,1,1,730,1942,1,No,No View,Average,7,2008,98144,47.5939,-122.299
15660,2015-02-03,321027,4,2,2820,16770,1,No,No View,Good,8,1966,98023,47.3186,-122.364
15661,2014-10-13,321000,4,1,1300,18836,1,No,No View,Good,7,1941,98056,47.5029,-122.188
15662,2014-07-01,321000,4,2,1830,9601,2,No,No View,Average,7,2003,98038,47.3541,-122.015
15663,2014-10-20,321000,3,1,1290,9526,2,No,No View,Average,7,1961,98034,47.7111,-122.213
15664,2015-04-24,321000,5,3,3030,7000,1,No,No View,Good,7,1978,98032,47.3661,-122.28
15665,2014-09-16,321000,4,2,2430,5366,2,No,No View,Average,8,2002,98092,47.3352,-122.19
15666,2015-04-22,321000,3,2,2014,4500,2,No,No View,Average,7,2005,98001,47.3371,-122.256
15667,2014-09-03,321000,4,2,1800,4500,2,No,No View,Good,8,2004,98031,47.394,-122.183
15668,2014-11-20,321000,3,2,2020,4183,2,No,No View,Average,7,2012,98038,47.3658,-122.017
15669,2014-05-22,321000,3,2,1347,1292,3,No,No View,Average,7,2010,98125,47.7306,-122.291
15670,2015-04-29,320900,5,2,2200,8500,1,No,No View,Good,7,1971,98010,47.3073,-122.006
15671,2014-07-14,320900,3,2,1770,7251,1,No,No View,Good,8,1990,98031,47.4087,-122.17
15672,2014-09-22,320600,3,2,1220,7620,1,No,No View,Average,6,1947,98166,47.4564,-122.352
15673,2015-04-28,320000,4,2,1310,137214,2,No,No View,Good,7,1926,98198,47.362,-122.316
15674,2015-04-17,320000,3,2,1790,66250,2,No,No View,Average,7,2003,98014,47.7179,-121.403
15675,2014-06-23,320000,4,2,1890,43560,1,No,No View,Good,8,1974,98092,47.3267,-122.166
15676,2015-01-14,320000,3,2,2300,41900,1,No,No View,Good,8,1939,98168,47.477,-122.292
15677,2014-06-26,320000,3,2,1550,34175,2,No,No View,Average,7,1999,98045,47.4855,-121.698
15678,2014-12-05,320000,2,1,1070,32633,1,No,No View,Good,6,1930,98059,47.4716,-122.078
15679,2014-09-25,320000,3,2,1510,30185,2,No,No View,Average,7,1976,98058,47.4118,-122.089
15680,2014-09-02,320000,5,1,1740,27350,1,No,No View,Good,5,1958,98059,47.4809,-122.153
15681,2014-06-02,320000,5,2,3020,21441,1,No,No View,Good,8,1978,98042,47.3392,-122.131
15682,2014-08-26,320000,3,2,1820,17600,1,No,No View,Very Good,7,1972,98059,47.4703,-122.112
15683,2014-09-24,320000,4,3,2110,13260,1,No,No View,Good,7,1979,98058,47.4513,-122.16
15684,2014-07-29,320000,3,2,2300,12000,1,No,No View,Average,8,1942,98133,47.7599,-122.343
